Question,Réponse,URL
Quels sont les restrictions d’accès aux périmètres de sécurisation pour les spectateurs des Jeux munis d’un billet ?,"En tant que spectateur des Jeux Olympiques et Jeux Paralympiques, vous êtes autorisés à circuler dans tous les périmètres de sécurité sur présentation de votre billet pour les compétitions.A pied ou à vélo, il n’est pas nécessaire d’avoir un justificatif pour circuler dans les périmètres de sécurité rouge et bleu.Avec un véhicule motorisé, vous êtes autorisés à circuler dans les périmètres rouges et bleus sur présentation de votre billet, en prenant en compte un accès restreint pour certains horaires (accès ou sortie d’un site olympique pour une épreuve). Des points d’entrée sont spécifiquement prévus dans le périmètre pour le contrôle.Des zones de dépose / reprise seront prévues autour de chaque site olympique et paralympique.Plus d’informations seront bientôt communiquées.Retrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=3
Quelles sont les restrictions sur les routes qui peuvent impacter les livraisons ?,"L’activation des périmètres rouges (interdiction de la circulation motorisée) et bleus (circulation motorisée réglementée) seront mis en place 2h30 avant la première épreuve de la journée et jusqu'à 1h après la dernière épreuve de la journée. Pour les livraisons qui doivent intervenir pendant la période, un justificatif sera exigé. Les modalités d'accès à ces périmètres seront précisées prochainement par la préfecture de Police de Paris.Les contraintes de circulation seront progressives à partir du mois de mars 2024, date de démarrage du montage pour certains sites. Ces contraintes se prolongeront jusqu’à la fin du mois d’octobre 2024.Retrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=3
Qui pourra circuler sur les voies olympiques pendant les Jeux ?,Les voies olympiques seront réservées à la circulation pour :les véhicules des personnes accréditées par le comité d'organisation des jeux Olympiques et Paralympiques de 2024 ;les taxis ;les véhicules de transport en commun ;les véhicules destinés à favoriser le transport des personnes à mobilité réduite ;et les véhicules de secours et de sécurité.Il sera interdit de circuler sur ces voies pour tous les autres véhicules. Tout véhicule circulant sur une voie olympique sans avoir reçu une autorisation préalable est passible de 135 euros d’amende et de poursuites judiciaires.Lire l'ordonnance du 20 mars 2019 : cliquez ici.Lire le décret du 16 février 2022 : cliquez ici.Ces voies feront l’objet d’une signalétique particulière.,https://anticiperlesjeux.gouv.fr/faq?page=3
Comment les changements sur les routes affecteront-ils le transport de marchandises/fret ?,"Durant l’été 2024, certaines routes seront impactées par des restrictions de circulation, notamment avec les voies olympiques (dédiées aux véhicules accrédités) et les périmètres de sécurité autour des sites de compétition. Les transports de marchandises/fret risquent donc d’être affectés.Pour tout déplacement dans les périmètres rouges (interdiction de la circulation motorisée) et bleus (circulation motorisée réglementée), des justificatifs et un enregistrement sur la plateforme dédiée (ouverture au printemps 2024) seront demandés.Retrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactivePour anticiper au mieux les déplacements, nous vous invitons à consulter la page dédiée pour découvrir nos conseils.",https://anticiperlesjeux.gouv.fr/faq?page=3
Comment préparer au mieux les livraisons prévues pendant les Jeux ?,"Afin de préparer au mieux la gestion et la livraison des marchandises et matériels pendant les Jeux, il est recommandé de :Anticiper avec les clients et les fournisseurs le volume et la fréquence des livraisons pour l'été 2024 pour prioriser au mieux. Diminuer vos trajets pendant la durée des JeuxPlanifier et stocker les livraisons de produits non périssables avant le début des JeuxLivrer / Se faire livrer des volumes plus conséquents et moins souventConsulter les entreprises voisines ou les partenaires pour mutualiser la gestion des stocks et limiter le nombre de livraisonsDécaler vos horaires de livraison Réaménager les heures d’approvisionnement ou de livraison des marchandises pendant les heures creuses en tenant compte des plans de circulation dans la zone concernéeSe faire livrer la nuitInformer les clients et/ou les fournisseurs des restrictions dans la zone de livraison concernée (circulation, stationnement, déchargement)Faire évoluer vos moyens de transport et de livraisonPour les livraisons peu volumineuses, envisager un moyen de transport alternatif qui sera moins impacté par les Jeux (livraisons à pied ou en vélo cargo). Découvrez l'annuaire de cyclologistique de ColisActiv'Pour les livraisons plus importantes : envisager des livraisons par la Seine dans les plages horaires définies par la préfecture de Région. Modifier vos itinéraires Consultez régulièrement les cartes de prévisions de circulation pendant les Jeux Utiliser un logiciel d’optimisation d’itinéraire intégrant les restrictions de circulation. Un outil en cours de conception intégrera l’ensemble des arrêtés de restrictions de circulation dans les systèmes de navigation GPS et vous permettra de faciliter vos livraisons pendant les Jeux.",https://anticiperlesjeux.gouv.fr/faq?page=3
"En tant que particulier, sera-t-il possible de recevoir des colis ou des livraisons pendant les Jeux ?","Dans la mesure du possible, nous vous invitons à anticiper vos commandes de colis pour que ces derniers soient livrés avant le 24 juillet, après le 8 septembre ou entre les deux olympiades, soit entre le 12 et le 27 août 2024.Si cela n’est pas possible, nous vous invitions à :Consulter les prévisions de circulation pendant les Jeux afin de privilégier des livraisons à des heures et des jours avec moins de trafic, Privilégier des livraisons à vélo ou à pied. Privilégier un point relais en dehors des périmètres de sécurisation (zones rouges et bleues). Retrouvez des informations détaillées, par jour et par heure, sur les prévisions et restrictions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=3
Comment accompagner les employés dans leurs déplacements pendant les Jeux ?,"Afin d’accompagner au mieux les employés dans leurs déplacements pendant les Jeux, il est recommandé de :Favoriser la prise de congés et/ou de RTT pendant les Jeux Les encourager à télétravailler si leur activité le permetEt si ce n’est pas possible : Les informer des impacts de transport en commun et des restrictions de circulation, difficultés de stationnement, aux abords du lieu de travailAdapter leurs horaires de travailLeur proposer d’autres lieux de travailLes aider à prévoir leurs déplacementsLes encourager à modifier leur itinéraireLes inciter à changer de mode de transport en favorisant la marche, le vélo, voire le covoiturage suivant la distance à parcourir.Si des employés doivent se rendre sur le site de leur activité en véhicule motorisé, il faudra que ces personnes disposent d’un justificatif et d’un enregistrement sur la plateforme dédiée (ouverte au printemps 2024) par leur employeur.Retrouvez tous les conseils pour accompagner au mieux les employés dans leurs déplacements pendant les Jeux sur la page dédiée.",https://anticiperlesjeux.gouv.fr/faq?page=3
La circulation autour et à Paris fonctionnera-t-elle différemment ?,"Pendant les Jeux Olympiques et Jeux Paralympiques, les routes seront plus fréquentées que d’habitude. Il est donc conseillé dans la mesure du possible de diminuer ses déplacements, de décaler ses horaires et de modifier ses moyens de transport en privilégiant le vélo ou la marche.Des règles spécifiques de circulation sont également prévues. Certaines routes seront impactées par des restrictions de circulation, du fait des voies olympiques réservées notamment aux véhicules accrédités, et du fait des périmètres de sécurité autour des sites de compétition.Retrouvez les informations détaillées, par jour et par heure, sur les périmètres de circulation. Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=4
"En circulant avec un véhicule motorisé, quelles sont les restrictions liées aux périmètres de sécurité ?","La circulation de véhicule motorisé est interdite dans le périmètre rouge (interdiction de la circulation motorisée), sauf pour les personnes autorisées ayant une dérogation.La circulation de véhicule motorisé est restreinte dans le périmètre bleu (circulation motorisée réglementée) aux conducteurs ayant une situation qui nécessite un déplacement dans cette zone.Les modalités d'accès à ces périmètres seront précisées prochainement par la préfecture de Police de Paris.Des points d’entrée sont spécifiquement prévus dans le périmètre pour effectuer le contrôle des justificatifs. Plus d’informations seront bientôt communiquées.Retrouvez la liste des personnes autoriséesRetrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=4
Les zones ou axes routiers fermés seront-ils indiqués sur des applications GPS ?,Il est prévu d’intégrer ces restrictions et modifications de circulation dans les applications de navigation.,https://anticiperlesjeux.gouv.fr/faq?page=4
Quels événements sportifs auront lieu sur les routes ? À quelles dates ?,À quelles dates,https://anticiperlesjeux.gouv.fr/faq?page=4
Quelles seront les routes et les zones les plus fréquentées en Île-de-France ?,"Les zones à proximité des sites de compétition, ainsi que les axes menant à ces derniers, seront sujets à une fréquentation accrue sur la période.Les sites de compétitionDans le 75 (Paris) : Arena Porte de la ChapelleArena BercyHôtel de VilleStade Roland GarrosParc des PrincesArena Paris SudLa ConcordeGrand PalaisPont Alexandre III InvalidesTrocadéroArena Champs de MarsTour EiffelDans le 92 :Paris La Défense ArenaStade Yves-du-ManoirDans le 93 :Stade de France Centre Aquatique Olympique (CAO)Parc des expositions Paris Nord VillepinteParc sportif du BourgetDans le 78 :Colline d'Élancourt (VTT) Golf national de GuyancourtStade BMX de Saint-Quentin-en-YvelinesVélodrome National de SQY (Montigny-le-Bretonneux)Château de VersaillesDans le 77 :Centre nautique de Vaires-sur-MarneLes sites d’entraînementA Paris :Stade Pierre de CoubertinCentre sportif des PoissonniersPiscine Georges-VallereyCentre sportif Max-RousiéCentre sportif Bertrand-Dauvin Dans le 93 : le complexe sportif et Palais des sports Auguste Delaunele gymnase Irène Popard le gymnase Jean Lurçatle parc d'Expositions Paris Le Bourget Dans le 92 :Stade Yves-du-ManoirPiscine olympique de ColombesLes sites olympiquesDans le 93 :le Village des athlètes, à La Plaine Saint-Denisle siège du Comité d’Organisation des Jeux olympiques et paralympiques, à La Plaine Saint-Denis, dans le bâtiment PulseLes sites de célébration A Paris :Au Trocadéro, le Parc des ChampionsA La Villette, le Club France et le Parc des NationDevant l'Hôtel de Ville, le Cub Paris 2024Dans chaque arrondissement parisien, des lieux de célébrationLes axes routiers menant aux sites de compétitionA1 A4 A12 A13 Le boulevard périphérique, de la Porte de Vanves à la Porte de Bercy Le boulevard circulaire (La Défense)Certains axes parisiensRetrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactivePour vous déplacer sur les routes, l’impact sur la circulation sera intégré aux outils de navigation GPS.",https://anticiperlesjeux.gouv.fr/faq?page=4
Les restrictions et les interdictions de circulation sont-elles appliquées la nuit ?,"Certains dispositifs de restrictions/interdictions de circulation seront également mis en place la nuit : Les voies olympiques seront activées pendant la période des Jeux Olympiques et Jeux Paralympiques. En savoir plus sur les voies olympiques, cliquez ici.Les périmètres rouges (interdiction de la circulation motorisée) et bleus (circulation motorisée réglementée) seront mis en place 2h30 avant la 1ʳᵉ épreuve de la journée et jusqu'à 1h après la dernière épreuve de la journée, ce qui limitera les circulations. Les modalités d'accès à ces périmètres seront précisées prochainement par la préfecture de Police de Paris.Les contraintes de circulation seront progressives à partir du mois de mars 2024, date de démarrage du montage pour les sites temporaires. Ces contraintes se prolongeront jusqu’à la fin du mois d’octobre 2024 pour prendre en compte la phase de démontage des sites.Retrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=4
Des rues et des routes seront-elles fermées pendant les Jeux ?,Les périmètres de sécurité autour des sites olympiques et paralympiques ont été identifiés par la préfecture de Police et génèrent des fermetures de routes et rues.Retrouvez toutes les informations de restrictions selon votre rue sur la carte interactive.Accédez à la carte interactive,https://anticiperlesjeux.gouv.fr/faq?page=4
Y aura-t-il des places de stationnement supplémentaires pendant les Jeux ?,Le plan de circulation et de stationnement local aux abords des sites est en cours de définition. Des éléments plus précis seront disponibles prochainement.,https://anticiperlesjeux.gouv.fr/faq?page=4
Que sont les voies olympiques ?,"Pendant la période olympique et paralympique, 185 km de voies autour de Paris seront rebaptisées “voies olympiques et paralympiques”.Il s’agit d’une voie réservée sur une portion d’autoroute, de routes et de boulevards périphériques. Dans Paris, les tracés s'appuient notamment sur des voies déjà réservées afin de limiter les impacts sur les autres voies de circulation. Les autres voies restent ""circulables"" pour tous les véhicules motorisés.Ces files seront réservées à la circulation des véhicules accrédités pour transporter les athlètes, les journalistes accrédités, ou encore les délégations officielles ainsi que les véhicules de secours et de sécurité, les taxis, les ambulances ou encore les transports en commun publics.Il sera interdit de circuler sur ces voies pour tous les autres véhicules.Ces voies olympiques permettent de desservir directement les sites de compétition afin de faciliter les trajets des personnes accréditées. Les voies seront activées le 15 juillet et présentes sur les axes routiers suivants :A1 entre Roissy Charles de Gaulle et la Porte de la Chapelle jusqu'au 11 septembreA4 entre Collégien et la porte de Bercy jusqu'au 13 août puis du 30 août au 8 septembreA12 entre Rocquencourt et Montigny le Bretonneux jusqu'au 13 août puis du 27 août au 8 septembreA13 entre la porte Maillot et Rocquencourt jusqu'au 13 août puis du 27 août au 8 septembreLe boulevard périphérique, de la Porte de Vanves à la Porte de Bercy, en passant par le nord jusqu'au 13 août puis du 22 août au 11 septembreLe boulevard circulaire (La Défense) jusqu'au 13 août puis du 22 août au 11 septembreCertains axes parisiensEn savoir plus sur les voies olympiques : cliquez ici.",https://anticiperlesjeux.gouv.fr/faq?page=4
Où sont situées les voies olympiques ?,"Les voies olympiques sont présentes sur une portion d’autoroute, de routes et de boulevards périphériques d’Île-de-France. Dans Paris, les tracés s'appuient notamment sur des voies déjà réservées afin de limiter les impacts sur les autres voies de circulation. Les voies olympiques feront l’objet d’une signalisation particulière pendant la période des Jeux. Les autres voies restent « circulables » pour tous les véhicules motorisés.Les voies seront activées le 15 juillet et présentes sur les axes routiers suivants :A1 entre Roissy Charles de Gaulle et la Porte de la Chapelle jusqu'au 11 septembreA4 entre Collégien et la porte de Bercy jusqu'au 13 août puis du 30 août au 8 septembreA12 entre Rocquencourt et Montigny le Bretonneux jusqu'au 13 août puis du 27 août au 8 septembreA13 entre la porte Maillot et Rocquencourt jusqu'au 13 août puis du 27 août au 8 septembreLe boulevard périphérique, de la Porte de Vanves à la Porte de Bercy, en passant par le nord jusqu'au 13 août puis du 22 août au 11 septembreLe boulevard circulaire (La Défense) jusqu'au 13 août puis du 22 août au 11 septembreCertains axes parisiensEn savoir plus sur les voies olympiques : cliquez ici.Retrouvez des informations détaillées, par jour et par heure, sur les voies olympiques et les prévisions de circulation.Accédez à la carte interactive",https://anticiperlesjeux.gouv.fr/faq?page=4
Qui peut emprunter les axes routiers concernés par les voies olympiques ?,Les personnes autorisées à la circulation sur ces voies sont celles accréditées par le comité d'organisation des Jeux Olympiques et des Jeux Paralympiques 2024. Elles comprennent : les véhicules des personnes accréditées ; les taxis ; les véhicules de transport en commun ; les véhicules destinés à favoriser le transport des personnes à mobilité réduite ; et les véhicules de secours et de sécurité. Il sera interdit de circuler sur ces voies pour tous les autres véhicules. Tout véhicule circulant sur une voie olympique sans avoir reçu une autorisation préalable est passible de 135 euros d’amende et de poursuites judiciaires. Lire l'ordonnance du 20 mars 2019 : cliquez ici. Lire le décret du 16 février 2022 : cliquez ici.En savoir plus sur les voies olympiques : cliquez ici.,https://anticiperlesjeux.gouv.fr/faq?page=5
Comment savoir quelles sont les voies olympiques ?,"Les voies olympiques feront l’objet d’une signalisation particulière pendant la période des Jeux.Cette nouvelle signalisation routière sera mise en place pendant la période des Jeux Olympiques et des Jeux Paralympiques.Signalisation statique


Image




    Transcription








                  Fermer
                



                  Transcription
                
Transcription textuelle
  Ligne 1, colonne 1 :
Texte : Signalisation d'information en approche de la voie réservée
Ligne 1, colonne 2 : 
Illustration : présence sur un fond jaune, les uns en dessous des autres, des éléments suivants. 1) Texte en lettres capitales noires ""Voie de gauche réservée de ...h à ...h"" ; 2) ""Paris 2024"" inscrit en lettres capitales blanches sur un aplat carré bleu ; 3) ""Véhicules autorisés"" inscrit en lettres capitales noire sur un aplat rectangulaire blanc ; 4) Logo olympique Paris 2024 et logo paralympique Paris 2024 présenté l'un à côté de l'autre dans une cartouche blanche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à plages horaires fixes. Les dates peuvent être ajoutées"". 

Ligne 2, colonne 1 : 
Texte : Pré-signalisation
Ligne 2, colonne 2 :
Illustration : Panneau carré de fond bleu présentant les unes à côté des autres 3 flèches blanches. La flèche la plus à gauche porte la mention ""Paris 2024"" en lettres capitales blanches dans un carré bleu délimité par des bordures blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier porte la mention ""150 m"" en lettres noires. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à plages horaires fixes. Les dates peuvent être ajoutées"". 

Ligne 3, colonne 1 : 
Texte : Signalisation de position en début de voie réservée et en section courante
Ligne 3, colonne 2 :
Deux illustrations similaires figurent dans la colonne. La première est composée d'un panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier contient une flèche pointant vers bas gauche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à gauche. Les dates peuvent être ajoutées"". La deuxième est composée d'un panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier contient une flèche pointant vers bas droite. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à droite. Les dates peuvent être ajoutées"". 


Ligne 4, colonne 1 : 
Texte : Signalisation de fin de voie réservée
Ligne 4, colonne 2 :
Illustration : Panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches barré d'une diagonale rouge.

Ligne 5, colonne 1 : 
Texte : Signalisation de jalonnement en cas de changement d'affectation de voie de la voie réservée
Ligne 5, colonne 2 :
Deux illustrations similaires figurent dans la colonne. La première est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024 Champs sur Marne"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"". La deuxième est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"".

              



                    Enlarge
                  










Signalisation dynamique


Image




    Transcription








                  Fermer
                



                  Transcription
                
Transcription textuelle
  Ligne 1, colonne 1 :
Texte : Signalisation d'information en approche de la voie réservée
Ligne 1, colonne 2 : 
Illustration : présence sur un fond jaune, les uns en dessous des autres, des éléments suivants. 1) Texte en lettres capitales noires ""Voie de gauche réservée de ...h à ...h"" ; 2) ""Paris 2024"" inscrit en lettres capitales blanches sur un aplat carré bleu ; 3) ""Véhicules autorisés"" inscrit en lettres capitales noire sur un aplat rectangulaire blanc ; 4) Logo olympique Paris 2024 et logo paralympique Paris 2024 présenté l'un à côté de l'autre dans une cartouche blanche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à plages horaires fixes. Les dates peuvent être ajoutées"". 

Ligne 2, colonne 1 : 
Texte : Pré-signalisation
Ligne 2, colonne 2 :
Illustration : Panneau carré de fond bleu présentant les unes à côté des autres 3 flèches blanches. La flèche la plus à gauche porte la mention ""Paris 2024"" en lettres capitales blanches dans un carré bleu délimité par des bordures blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier porte la mention ""150 m"" en lettres noires. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à plages horaires fixes. Les dates peuvent être ajoutées"". 

Ligne 3, colonne 1 : 
Texte : Signalisation de position en début de voie réservée et en section courante
Ligne 3, colonne 2 :
Deux illustrations similaires figurent dans la colonne. La première est composée d'un panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier contient une flèche pointant vers bas gauche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à gauche. Les dates peuvent être ajoutées"". La deuxième est composée d'un panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches. Sous ce panneau, présence les uns en dessous des autres de trois panonceaux rectangulaires blancs. Le premier porte la mention ""Véhicules autorisés"", le deuxième porte la mention ""De ...h à ...h"" et le dernier contient une flèche pointant vers bas droite. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à droite. Les dates peuvent être ajoutées"". 


Ligne 4, colonne 1 : 
Texte : Signalisation de fin de voie réservée
Ligne 4, colonne 2 :
Illustration : Panneau carré de fond bleu portant la mention ""Paris 2024"" en lettres capitales blanches barré d'une diagonale rouge.

Ligne 5, colonne 1 : 
Texte : Signalisation de jalonnement en cas de changement d'affectation de voie de la voie réservée
Ligne 5, colonne 2 :
Deux illustrations similaires figurent dans la colonne. La première est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024 Champs sur Marne"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"". La deuxième est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"".

              



                    Enlarge
                  










Signalisation horizontale (au sol)


Image




    Transcription








                  Fermer
                



                  Transcription
                
Transcription textuelle
  Ligne 1, colonne 1 :
Texte : Signalisation d'information en approche de la voie réservée
Ligne 1, colonne 2 : 
Illustration : présence sur un fond jaune, les uns en dessous des autres, des éléments suivants. 1) Texte en lettres capitales noires ""Panneau allumé = voie de gauche réservée"" ; 2) ""Paris 2024"" inscrit en lettres capitales blanches sur un aplat carré noir ; 3) ""Véhicules autorisés"" inscrit en lettres capitales blanches sur un aplat rectangulaire noir ; 4) Logo olympique Paris 2024 et logo paralympique Paris 2024 présenté l'un à côté de l'autre dans une cartouche blanche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à gauche, à plages horaires fixes ou variables. Les dates peuvent être ajoutées"". 

Ligne 2, colonne 1 : 
Texte : Pré-signalisation
Ligne 2, colonne 2 :
Illustration : Panneau carré de fond noir présentant les unes à côté des autres 3 flèches blanches. La flèche la plus à gauche porte la mention ""Paris 2024"" en lettres capitales blanches dans un carré noir délimité par des bordures blanches. Sous ce panneau, un panonceau rectangulaire noir porte la mention ""150 m"" en lettre blanche. Sous l'illustration, une légende précise ""Exemple pour une voie réservée à gauche, à plages horaires fixes ou variables.""

Ligne 3, colonne 1 : 
Texte : Signalisation de position en début de voie réservée et en section courante
Ligne 3, colonne 2 :
Illustration : Panneau carré de fond noir portant la mention ""Paris 2024"" en lettres capitales blanches. Sous ce panneau, un panonceau rectangulaire noir porte la mention ""Véhicules autorisés"" en lettres capitales blanches. Sous ce panonceau, présence d'une flèche blanche sur fond noir pointant vers le bas. Sous l'illustration, une légende précise ""Exemple pour un positionnement au-dessus de la voie réservée""

Ligne 4, colonne 1 : 
Texte : Signalisation de fin de voie réservée
Ligne 4, colonne 2 :
Illustration : Panneau carré de fond noir portant la mention ""Paris 2024"" en lettres capitales blanches barré d'une diagonale rouge.

Ligne 5, colonne 1 : 
Texte : Signalisation de jalonnement en cas de changement d'affectation de voie de la voie réservée
Ligne 5, colonne 2 :
Deux illustrations similaires figurent dans la colonne. La première est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024 Champs sur Marne"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"". La deuxième est composée d'un rectangle gris portant la mention ""Voie réservée Paris 2024"" en lettres capitales blanches, suivi en dessous d'un rectangle jaune portant la mention ""Suivre : Paris - Pte de la Chapelle"" en lettres noires. Sous l'illustration, une légende précise ""Exemple"".

              



                    Enlarge
                  










 En savoir plus sur le site du Ministère de l’Intérieur et des Outre-mer",https://anticiperlesjeux.gouv.fr/faq?page=5
Comment ont été sécurisés les sites de compétitions ?,"Afin d’assurer la sécurité de tous durant les Jeux, les sites de compétition seront protégés par des périmètres sécurisés et des périmètres d’interdiction et de réglementation de la circulation motorisée. Pour une meilleure gestion de l’affluence, ces périmètres viseront à réguler les déplacements aux abords des sites de compétitions.En Île-de-France, les zones sécurisées ont été identifiées par la préfecture de police de Paris sur l’ensemble des sites olympiques (à Paris et dans les départements des Hauts-de-Seine, de la Seine-et-Marne, de la Seine-Saint-Denis et des Yvelines).",https://anticiperlesjeux.gouv.fr/faq?page=5
La navigation sur la Seine en Île-de-France sera-t-elle affectée ?,La navigation de la Seine sera affectée notamment pour la cérémonie d’ouverture et pour les épreuves de triathlon.,https://anticiperlesjeux.gouv.fr/faq?page=5
Quelles sont les stations et les gares fermées pendant les Jeux olympiques et les Jeux paralympiques 2024 ?,"Les stations de métro fermées (correspondances incluses) :Métro 1 :« Champs-Elysées – Clémenceau » – du 01/07 au 21/09« Concorde » et « Tuileries » – du 17/06 au 21/09Métro 8 : « Concorde » – du 17/06 au 21/09Métro 12 : « Concorde » – du 17/05 au 21/09Métro 13 : « Champs-Elysées – Clémenceau » – du 01/07 au 21/09Les stations de tram non-desserviesTramway T2 : « Porte d'Issy » et « Porte de Versailles » – du 25/07 au 11/08 et du 29/08 au 07/09Tramway T3a : « Porte de Versailles » – du 25/07 au 11/08 et du 29/08 au 07/09Tramway T3b : « Colette Besson » – du 27/07 au 10/08 et du 29/08 au 08/09A noter : la cérémonie d'ouverture des Jeux Olympiques aura lieu le 26 juillet, les routes et les transports en commun seront très impactés plusieurs jours avant et le Jour J. Toutes les informations concernant cet événement seront prochainement disponibles sur notre site internet, restez informé en vous inscrivant à nos alertes infos : cliquez ici.Retrouvez des informations détaillées, par jour et par heure, sur les prévisions de circulation.Accédez à la carte interactivePour vous déplacer en transports en commun, calculez votre itinéraire sur l’application Île-de-France Mobilités. Celle-ci tiendra compte des modifications d'offre et des fermetures de stations pour vous proposer des itinéraires alternatifs.",https://anticiperlesjeux.gouv.fr/faq?page=5
Les métros et les RER franciliens fonctionneront-ils la nuit pendant les Jeux ?,"Les métros et les RER circuleront aux horaires habituels en Île-de-France pendant les Jeux Olympiques et Jeux Paralympiques de Paris 2024 sauf la nuit du 10 au 11 août lors du « Marathon pour tous » où une offre de transport en commun est prévue durant la nuit.Pour vous déplacer en transports en commun, calculez votre itinéraire sur l’application Île-de-France Mobilités. Celle-ci tiendra compte des modifications d'offre et des fermetures de stations pour vous proposer des itinéraires alternatifs.",https://anticiperlesjeux.gouv.fr/faq?page=5
Les transports en commun seront-ils renforcés pendant les Jeux ?,"L’offre de transport en commun en Île-de-France est renforcée de 15% dans le cœur d’agglomération durant l’été 2024 par rapport à un été classique.Pour vous déplacer en transports en commun, calculez votre itinéraire sur l’application Île-de-France Mobilités. Celle-ci tiendra compte des modifications d'offre et des fermetures de stations.",https://anticiperlesjeux.gouv.fr/faq?page=5
